conversation_id,customer_message,gold_intent,predicted_intent,confidence,gold_escalation,predicted_decision,decision_reason,reply,retrieved_evidence
1536168,@AmazonHelp No packaging. Hence the fact my 6 yr old saw it!,gift_card_or_promotion,other_or_unclear,0.6315,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""105019"", ""similarity"": 0.2158, ""customer_message"": ""@AmazonHelp Thank you for the quick reply FYI there was no packaging"", ""historical_response"": ""@139202 Oh no! I'm sorry your package arrived damaged. Let's see what options are available for this item: https://t.co/AK538z5N43. Also, you can provide feedback on packaging here: https://t.co/utZwpsGiTB. This feedback will help us improve. ^AL""}, {""conversation_id"": ""2971858"", ""similarity"": 0.191, ""customer_message"": ""@AmazonHelp No I did not, only saw it from the \""track package\"""", ""historical_response"": ""@819691 I'm sorry to hear about the delay! We're happy to help, but we can't view your account details on Twitter. Please reach us via phone or chat here: https://t.co/EKXRLsnxJu ^JS""}, {""conversation_id"": ""2790617"", ""similarity"": 0.1868, ""customer_message"": ""@AmazonHelp That link doesn't go to any tips. Just my order page where I can't do anything about the fact my package says it was delivered but wasn't."", ""historical_response"": ""@778860 Oh no! I'm so sorry about that, Tracy! Try this link: https://t.co/Y4hwXoNXVw for locating your package! If it is still missing, reach out to us here: https://t.co/hApLpMlfHN for assistance with this! Keep us updated! ^FR""}]"
1553831,"@AmazonHelp I've shared details, looking forward for a quick update on this from your side.",refund_return_or_cancellation,other_or_unclear,0.8228,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""309476"", ""similarity"": 0.2471, ""customer_message"": ""@AmazonHelp Any update on this"", ""historical_response"": ""@189917 I understand your concern. This being an internal review, we wouldn't be able to provide the outcome. ^MK""}, {""conversation_id"": ""420228"", ""similarity"": 0.2471, ""customer_message"": ""@AmazonHelp Any update on this?"", ""historical_response"": ""@215177 We have received your details. We are working on it and will get back to you at the earliest. Appreciate your patience. ^HR""}, {""conversation_id"": ""1554378"", ""similarity"": 0.2468, ""customer_message"": ""@AmazonHelp Already shared details"", ""historical_response"": ""@442559 Thanks for confirming. If you've shared your details, we'll connect with you soon. ^AS""}]"
1574526,@AmazonHelp Oderno 408-6803673-5453107,prime_membership_or_benefits,other_or_unclear,0.883,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2845533"", ""similarity"": 0.6385, ""customer_message"": ""@AmazonHelp My amount lost and now time wasting also"", ""historical_response"": ""@502030 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly.\nPlease don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^CB""}, {""conversation_id"": ""1282254"", ""similarity"": 0.429, ""customer_message"": ""@AmazonHelp 408-5147372-5324332\nLOOK INTO IT"", ""historical_response"": ""@419985 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA""}, {""conversation_id"": ""218190"", ""similarity"": 0.3903, ""customer_message"": ""@AmazonHelp Si je me fais livrer c'est pour gagner du tps et non en perdre. Aujourd'hui j'en perds \u00e0 contacter votre SC / Chercher le colis..."", ""historical_response"": ""@168021 Pour des questions de s\u00e9curit\u00e9, je vous invite \u00e0 supprimer le num\u00e9ro de commande s'il vous pla\u00eet.\n^ARC""}]"
158705,@AmazonHelp And make sure the stuff u put on sale actually has sale offer like 40 % or 30 % off bcoz black Friday offer always be half prize of the regular once,prime_membership_or_benefits,other_or_unclear,0.4258,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.43 is below 0.60; best Knowledge similarity 0.17 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""895943"", ""similarity"": 0.168, ""customer_message"": ""@AmazonHelp I know cart prices aren\u2019t set in stone. But like, it went from on sale to more than the regular price. It\u2019s not a cute look."", ""historical_response"": ""@332771 Sorry to hear you missed out on the lower price. Prices can increase or decrease, the price at the final page of checkout will indicate what you will be charged.^BZ""}, {""conversation_id"": ""122053"", ""similarity"": 0.1421, ""customer_message"": ""@AmazonHelp Yes thanks for that but that doesn't answer my question of why this product is listed as a black friday deal when it is the normal price ??"", ""historical_response"": ""@143200 The Black Friday deals directly from Amazon can be found here: https://t.co/WngPaVOADZ ^EP""}, {""conversation_id"": ""138161"", ""similarity"": 0.1335, ""customer_message"": ""@AmazonHelp Ive been watching. The firestick is on sale now so was wondering. Need device for sons room and want to upgrade mine get the tv."", ""historical_response"": ""@147122 We wouldn't have additional info if Fire TV will be on sale. Only Fire TV Stick is on sale at the moment. Keep an eye on the deals!^MA""}]"
1601583,@AmazonHelp さっき問い合わせてさせていただきました。今返事待ちです。,other_or_unclear,other_or_unclear,0.9693,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1737114"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u4ed8\u3044\u3066\u308b\u30dd\u30b9\u30bf\u30fc\u304c\u9055\u3063\u305f"", ""historical_response"": ""@524400 (2/2)\u30a2\u30de\u30be\u30f3\u304c\u767a\u9001\u5546\u54c1\u306e\u5834\u5408\u3001\u4ee5\u4e0b\u30ea\u30f3\u30af\u3088\u308a\u30ab\u30b9\u30bf\u30de\u30fc\u30b5\u30fc\u30d3\u30b9\u306b\u3054\u9023\u7d61\u304f\u3060\u3055\u3044\u3002https://t.co/J6YEizo6qC\u3000\u51fa\u54c1\u8005\u8ca9\u58f2\u767a\u9001\u5546\u54c1\u306e\u5834\u5408\u3001\u4ee5\u4e0b\u3054\u53c2\u7167\u306e\u4e0a\u76f4\u63a5\u3054\u9023\u7d61\u304f\u3060\u3055\u3044\u3002https://t.co/MtlmlvvBKB HM""}, {""conversation_id"": ""1906861"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u30e1\u30fc\u30eb\u9001\u308a\u307e\u3057\u305f\uff01"", ""historical_response"": ""@568155 \u304a\u624b\u6570\u3092\u304a\u304b\u3051\u3057\u307e\u3057\u305f\u3002\u5bfe\u5fdc\u3092\u304a\u5f85\u3061\u304f\u3060\u3055\u3044\u3002 EK""}, {""conversation_id"": ""527127"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp Yayyy\ud83d\ude0d\ud83d\ude0d"", ""historical_response"": ""@242006 Fresh smell with a delight from the author. Seems perfect weekend! :D""}]"
160251,"@AmazonHelp Box de Percy Jackson, Trilogia Crônicas de amor e Ódio, Contos Peculiares, Trilogia O Orfanato da Srta. Peregrine para crianças Peculiares, e outros, foram muitos livros.",delivery_delay,other_or_unclear,0.7365,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""34501"", ""similarity"": 0.2974, ""customer_message"": ""@AmazonHelp Olha ela a\u00ed \ud83d\udc99 https://t.co/9I5Av2Lv7i"", ""historical_response"": ""@123478 Eita nossa, amei tanto que quero um igual! \u2764 ^DA""}, {""conversation_id"": ""2319401"", ""similarity"": 0.2638, ""customer_message"": ""@AmazonHelp O livro do Poe!!"", ""historical_response"": ""@672283 Eu sou apaixonada pela capa do livro do Edgar Allan Poe, com certeza voc\u00ea vai gostar! \u2764 ^DA""}, {""conversation_id"": ""502416"", ""similarity"": 0.2322, ""customer_message"": ""@AmazonHelp box legend e outros jeitos de usar a boca"", ""historical_response"": ""@235031 Que legal! Eu adorei Legend! Essa \u00e9 uma das melhores sagas que eu j\u00e1 li. \ud83d\ude0d\ud83d\udcda ^JJ""}]"
1603124,"@AmazonHelp I have already provided all the necessary details..

Kindly check and resolve the issue..

@115851",account_email_or_login,other_or_unclear,0.8368,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2107265"", ""similarity"": 0.372, ""customer_message"": ""@AmazonHelp I have DM you with all the necessary details.\nKindly take a note and get me in touch asap"", ""historical_response"": ""@494348 I get your concern, Jitansh. We have responded to you via DM. Request you to check. ^NK""}, {""conversation_id"": ""1425671"", ""similarity"": 0.2371, ""customer_message"": ""@AmazonHelp had already provided all the details to your customer executive, still no updates. https://t.co/Ttg6t4gfpv"", ""historical_response"": ""@451210 I'm sorry your package hasn't been delivered yet. I'd like to look into the issue and assist you with it. Please provide 1/2 ^SH""}, {""conversation_id"": ""2179094"", ""similarity"": 0.225, ""customer_message"": ""@AmazonHelp I have filled this form and and provided all the details."", ""historical_response"": ""@638622 Thank you for providing the details. We'd get back to you shortly with an update. Appreciate your cooperation. ^BS""}]"
1625034,@AmazonHelp Yes I've messaged them twice now and had no reply?,refund_return_or_cancellation,other_or_unclear,0.7833,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1137285"", ""similarity"": 0.3378, ""customer_message"": ""@AmazonHelp I messaged them two days ago. No reply yet."", ""historical_response"": ""@259977 Thanks, Hayden- We usually ask you allow the Seller 3 working days to respond after that we can look into other options. ^NV""}, {""conversation_id"": ""1327053"", ""similarity"": 0.3369, ""customer_message"": ""@AmazonHelp I have already tried that and had no reply"", ""historical_response"": ""@155862 Did you try calling us? If so, what was advised? You can use the following link: https://t.co/zH8UlhTGcc.^CN""}, {""conversation_id"": ""2762711"", ""similarity"": 0.3073, ""customer_message"": ""@AmazonHelp Chrome and yes I've refreshed twice now."", ""historical_response"": ""@772881 Hi, can you try using a different browser ? Very sorry for the inconvenience this is causing. ^CR""}]"
1633187,@AmazonHelp My Alexa turns off. Randomly. Today it did it 4 times in 5 minutes. I’ve contacted CS at least 5 times with no resolution.,prime_membership_or_benefits,other_or_unclear,0.5742,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.57 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""482358"", ""similarity"": 0.2111, ""customer_message"": ""@AmazonHelp This is nonsense,in a week I have talked at least 5-6 times with customer care of amazon and the courier services hatti."", ""historical_response"": ""@229715 I understand your concern regarding the delay. We'd like to make this right for you. So, kindly drop your details in the link shared earlier and we'll get in touch with you. ^BV""}, {""conversation_id"": ""694436"", ""similarity"": 0.1776, ""customer_message"": ""@AmazonHelp I have shared my details at least 4 times with you guys.  Here is the screenshot of latest reply I rcvd. Every time I rcv the same reply but nothing happens. https://t.co/rnKj3HXHp0"", ""historical_response"": ""@285589 Could you please confirm if you've shared the details in the link provided to you by \""PS\""? ^SU""}, {""conversation_id"": ""2948181"", ""similarity"": 0.159, ""customer_message"": ""@AmazonHelp I\u2019ve contacted CS via email. Lasership has been problematic with getting this order to me. I really don\u2019t know what they did with it."", ""historical_response"": ""@805130 Apologies, please contact us as my colleague advised to see how we can help. ^BD""}]"
1665283,@AmazonHelp Arriving early: Rewy Mini Rugby Wireless Portable Bluetooth Speaker With USB &amp; TF Card Sloü will be delivered by AmzAgent(8919426646).,account_email_or_login,delivery_delay,0.9819,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.98 and best Knowledge similarity 0.21 meet the auto-handle thresholds.,Awesome! Keep us updated on the delivery! ^MH,"[{""conversation_id"": ""429974"", ""similarity"": 0.2104, ""customer_message"": ""@AmazonHelp Arriving tomorrow"", ""historical_response"": ""@217258 Awesome! Keep us updated on the delivery! ^MH""}, {""conversation_id"": ""932299"", ""similarity"": 0.2084, ""customer_message"": ""@AmazonHelp  https://t.co/X9SIgDK75k"", ""historical_response"": ""@341146 We can take a closer look at the order and into any available options. Please contact us here: https://t.co/JzP7hlA23B ^EP""}, {""conversation_id"": ""2759708"", ""similarity"": 0.2034, ""customer_message"": ""@AmazonHelp It's a wireless speaker. I love it. Thanks guys \ud83d\ude0d"", ""historical_response"": ""@720455 Woohoo! So first the speaker has been relieved from its wires and then the music would probably take you into your own world! That's awesome. \ud83d\ude0d ^AP""}]"
1684548,@AmazonHelp Bonsoir tout est écrit dans le message ....,refund_return_or_cancellation,other_or_unclear,0.7977,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1745406"", ""similarity"": 0.295, ""customer_message"": ""@AmazonHelp Bonsoir, MP envoy\u00e9 \u2639\ufe0f"", ""historical_response"": ""@526285 Ma coll\u00e8gue a r\u00e9pondu \u00e0 vote DM.^FT""}, {""conversation_id"": ""1073709"", ""similarity"": 0.2764, ""customer_message"": ""@AmazonHelp Bonsoir, il n'y a que 3 articles sur votre lien, il y en avait 5 dans le carton, le beurre et 4 livres..."", ""historical_response"": ""@373351 Je vous invite \u00e0 v\u00e9rifier dans vos commandes via : https://t.co/Ml8VfRklIg pour s'assurer qu'il n\u2019y a pas deux commandes. ^SB""}, {""conversation_id"": ""2954323"", ""similarity"": 0.21, ""customer_message"": ""@AmazonHelp Bonsoir , non toujours pas"", ""historical_response"": ""@815653 Merci de nous joindre via https://t.co/hgIrz98cdI afin de v\u00e9rifier l'\u00e9tat de cette livraison. ^KD""}]"
1710642,@AmazonHelp already talked several times with you but in vain.....Check my account with the same name,payment_or_card_charge,account_email_or_login,0.9569,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.96 and best Knowledge similarity 0.25 meet the auto-handle thresholds.,Apologies for the ordeal Ramesh. Please share your details here:  and I'll get back to you. ^HN,"[{""conversation_id"": ""1341512"", ""similarity"": 0.249, ""customer_message"": ""@AmazonHelp talked several times but no solution"", ""historical_response"": ""@172452 Apologies for the ordeal Ramesh. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN""}, {""conversation_id"": ""407054"", ""similarity"": 0.2225, ""customer_message"": ""@AmazonHelp You just keep taking money out my account when I cancelled my account with you"", ""historical_response"": ""@212019 I understand the frustration! Please contact us by phone or chat so we can figure this out: https://t.co/zYVX1Qi29G ^SD""}, {""conversation_id"": ""1745410"", ""similarity"": 0.2197, ""customer_message"": ""@AmazonHelp It\u2019s ok, there\u2019s a message on my account with the link"", ""historical_response"": ""@526286 Thanks for letting us know! Feel free to reach back out for any questions or concerns! ^KJ""}]"
1719215,@AmazonHelp It’s been over 48 hours my account has been on hold. Still no email from your team!! How patient do you want me to be.,delivery_tracking,account_email_or_login,0.9554,ESCALATE,AUTO-HANDLE,Intent confidence 0.96 and best Knowledge similarity 0.26 meet the auto-handle thresholds.,"Sorry to hear that, please fill in this form:  so a member of our team can look into this. ^JJ","[{""conversation_id"": ""1670678"", ""similarity"": 0.2588, ""customer_message"": ""@AmazonHelp It's been over 48 hours now and I still haven't received an email or phone call about my account."", ""historical_response"": ""@508573 Sorry to hear that, please fill in this form: https://t.co/R55eEQwSEs so a member of our team can look into this. ^JJ""}, {""conversation_id"": ""1469161"", ""similarity"": 0.2117, ""customer_message"": ""@AmazonHelp how many threads do you want me to reply to? https://t.co/jfinX7KghV"", ""historical_response"": ""@131071 I'm sorry for the repeated delays with your order! We want to help if we can. When you spoke with us, what info was provided? ^NS""}, {""conversation_id"": ""444418"", ""similarity"": 0.2026, ""customer_message"": ""@AmazonHelp it has been 48 hours, clearly i am being ignored"", ""historical_response"": ""@149078 We are still looking into this for you and will update as soon as we can. ^KI""}]"
